Unnamed: 0,Tweet,Date,Username,Hashtags,Category
24,"Problem is every work that these orgs do are out of sync. After #BBMP laying roads, within a month #BWSSB dig up to either find a long lost pipe line or an I'll.planned drain under that new road or #BESCOM will make sure to draw cables on the newly laid road.",2020-01-30 17:01:19+00:00,jiboyv,#BBMP #BWSSB #BESCOM,Water
25,"Thanks for the number sir., However, this is a concern for Bengaluru. BBMP doesn’t talk to BWSSB/BESCOM. They dig road, they pollute road with sewage and BBMP cannot speak out.. @Tejasvi_Surya @CMofKarnataka can’t we merg these 3 and get it under one roof..!!? For betterment",2020-01-30 15:09:25+00:00,praveenbhat8086,,Water
26,"@deepolice12 Respected Sir, Myself Shreyas from Vidyaranyapura. Our residence comes under Kodigehalli Police Station. We have issue with our builder Nagaraj Reddy where he ran away without providing the BWSSB, BESCOM clearance for DG and Lift. We met PSI of Kodigehalli station",2020-01-30 15:01:32+00:00,C_A_Shreyas,,Water
27,"@chairmanbwssb Sir unable to fetch bills online. Can some resolution b carried out. On many occasions previously, same issue persisted till last day of payment. Only solution was; go to Bangalore One to pay as bwssb kiosk at MNP park isn't functional at times",2020-01-30 14:15:28+00:00,Richard48699844,,Water
28,"Dear Citizen, Sewage complaint come under BWSSB you can contact them by calling 08022238888.",2020-01-30 13:02:00+00:00,BBMPCOMM,,Water
29,"Dear Citizen, Sewage complaint come under BWSSB you can contact them by calling 08022238888.",2020-01-30 12:52:57+00:00,BBMPCOMM,,Water
30,"Dear Sir, We have received your complaint and brought to the notice of BWSSB. Please contact Assistant Engineer Shri Shrinivas-9108024357 for further assistance. Regards, Vinay RW For Public Relations Team, DIPR Whatsapp:9980299802 Email: Karnatakavarthe2020@gmail.com",2020-01-30 10:09:17+00:00,Karnataka_DIPR,,Water
31,"Everything is overdue Metro work slowest per kilometer compared to any other city in India itself. BWSSB has ripped apart roads, great danger to life of motorists, pedestrians and residents. BBMP's white topping has been a failure on so many counts, but they doggedly continue it",2020-01-30 10:09:12+00:00,bizkuit_,,Water
32,"Traffic management is a collective responsibility. Includes law enforcement, infrastructure alignment as per the road load, quick completion of road, metro projects, funds from govt., BBMP, BWSSB and citizens following traffic rules. Can't wait for her to go thru election process",2020-01-30 08:16:24+00:00,Janjiee,,Water
33,"@BJP4Karnataka @BSYBJP @CMofKarnataka @BBMP_MAYOR @Tejasvi_Surya @drashwathcn @rajeev_mp #Bengaluru is having worst traffic in the work officially now. Will the public get any respite on this? Can we have efficient n transparent officers posted to #BBMP, #BWSSB?",2020-01-30 06:05:08+00:00,nikhil_s23,#Bengaluru #BBMP #BWSSB,Water
34,"@chairmanbwssb @bwssbchairman #ParimalaTrinity, Bhoganahalli road, Panathur BWSSB built open chamber in road corner, causing severe threat and inconvenient to vehicles. School buses&amp;tankers get struck and few two wheelers fell down. Pls move chamber towards over head tanker. ",2020-01-30 04:46:56+00:00,kanala_k,#ParimalaTrinity,Water
35,"@Tejasvi_Surya Sir, #BWSSB has been harassing apartments in Bangalore over STP construction and slapping fines of Crores left right and center. I stay near electronic City and would appreciate your help in dealing this. Request a time to meet you. Thanks Purushottam K",2020-01-30 02:44:07+00:00,Saracasmatic,#BWSSB,Water
36,"Kudos to bescom, bbmp, bwssb , bmrcl and other bodies. Without your support this wouldn't have been possible. Pls continue to work in silos and make our city proud. @CMofKarnataka @Tejasvi_Surya - there is seriously a lack of coordination, accountability missing.",2020-01-30 02:20:49+00:00,BalajiGanesh85,,Water
37,@BBMPCOMM @chairmanbwssb any update on this? it is really very painful to use this road even for walking. i dont see any sense or urgency from both bwssb and bbmp. when are we expecting usable road?,2020-01-30 01:50:55+00:00,trathinabalan,,Water
38,"thousands of residents of shubh Enclave are forced to risk their lives daily due to bwssb digging in entire shubh enclave, please take some action to restore roads before any serious accident happen..",2020-01-29 17:29:36+00:00,MuninderKum,,Water
39,@Tejasvi_Surya sir keeping banneraghatta road clean or free from potholes is not enough please come to areas like kodichikanahalli and devarchikanahalli and see the roads. the BBMP AND BWSSB have dug up the roads for the sake of pipelines or SWD's. Kindly look into it.,2020-01-29 17:07:48+00:00,R8Deepak,,Water
40,All engineers and senior officials of BBMP and BWSSB should visit Indore to understand all good things they are doing and implement same. Indore showe is what is possible even in India ,2020-01-29 16:03:06+00:00,Viswana70378552,,Water
41,"Why do you think...bwssb has dug up majority of the roads, the remaining have white topping work going on and the last few have metro construction... what roads are you talking about??",2020-01-29 15:05:41+00:00,Changeindia20,,Water
42,Very easy to make law sitting in AC rooms but does BWSSB has the capacity to service ? ,2020-01-29 14:47:00+00:00,Bangalorekb,,Water
43,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,Water
44,"@blrcitytraffic @BBMP_MAYOR @BSYBJP sir pls take initiatives to reduce traffic congestion, enhance infrastructure &amp; facilities, Complete all infrastructure projects on time, create water resources Stop illegal construction BBMP, BESCOM &amp;amp; BWSSB should work together.! ",2020-01-29 14:10:16+00:00,Indusroyal,,Water
45,"Total of 8 inspection chambers to be installed from Doddakanelli till Bhoganahalli junction as a part of UGD, out of which 2 are installed yesterday. As per BWSSB engineers ,it will take another 3 days time to finish the UGD work Doddakanelli till Bhoganahalli Junction.",2020-01-29 13:54:25+00:00,FamyRasheed,,Water
46,@NammaBESCOM can you please restore the power at the earliest as BWSSB is not able to supply water and we don't have water at home . . 5000 residents suffering.. please help ,2020-01-29 12:17:28+00:00,NagendraB1,,Water
47,Chairman Tushar Ji Sir I sent all photos to your what's app yesterday and it's surprising BWSSB and L and T team does not know location of Shubh Enclave after having dug up entire layout last more than 1.5 years. We are in total mess i will upload all photos again and share link,2020-01-29 11:08:08+00:00,MontuMakadia,,Water
48,"@BBMP_MAYOR Sir, BWSSB has dug the road in Sultanpalya Main Road near SBI bank around 45 days back. It has not been closed causing traffic jams and pedestrians are falling in the open drain in the night. ",2020-01-29 09:32:26+00:00,bgsuresh,,Water
49,"@chairmanbwssb Sir, BWSSB has dug the road in Sultanpalya Main Road near SBI bank around 45 days back. It has not been closed causing traffic jams and pedestrians are falling in the open drain in the night. ",2020-01-29 09:31:24+00:00,bgsuresh,,Water
50,"@drashwathcn Sir, BWSSB has dug the road in Sultanpalya Main Road near SBI bank around 45 days back. It has not been closed causing traffic jams and pedestrians are falling in the open drain in the night. ",2020-01-29 09:30:35+00:00,bgsuresh,,Water
51,"""I would like to thank BBMP, for the roads that made this honor possible. Also BESCOM, BWSSB, BMRCL. You guys rock! Shout out to fibre optic cable layers, the mounds of construction debris, bad parkers for contributing to this achievement"" – Bangalore City ",2020-01-29 09:23:17+00:00,theBekku,,Water
52,@chairmanbwssb In Sultanpalya Main Road near SBI bank road has been dugged by BWSSB and is not closed. Causing traffic jams and pedestrians falling into the open drainage in the night,2020-01-29 09:22:33+00:00,bgsuresh,,Water
53,@chairmanbwssb @BBMPCOMM @CMofKarnataka @Kanakapura_Road @_kanakapuraroad @BBMP_MAYOR @srivatsavks @PMOIndia @nitin_gadkari No work progress since two years at #BangaloreSouth (Ward 198). All roads are digged by BWSSB and BBMP for providing water for 110 Villages.,2020-01-29 07:32:12+00:00,Narayan32014628,#BangaloreSouth,Water
54,"After increase in electricity tariffs in Bengaluru, BWSSB plans for increase in water tariffs by massive 35%. All this under BJP ruled Govt. AAP shuld make this a election issue for Delhi Elections. ",2020-01-29 07:00:55+00:00,vimallakhotia,,Water
55,"After increase in electricity tariiffs in Bengaluru, BWSSB plans for increase in water tariffs by massive 35%. All this under BJP ruled Govt. AAP shuld make this a election issue for Delhi Elections. @ArvindKejriwal @msisodia @aapkaprithvi @MohanDasari_ https://www.newindianexpress.com/cities/bengaluru/2020/jan/28/bwssb-for-35-hike-in-water-tariff-2095537.html",2020-01-29 06:59:37+00:00,vimallakhotia,,Water
56,No work progress since two years at Bangalore South (Ward 198). All roads are digged by BWSSB and BBMP for providing water for 110 Villages.,2020-01-29 06:48:33+00:00,Narayan32014628,,Water
57,"have no idea about the proposal. But doubt if it can stand to the law as it affect the fundamental right to work and earn. What BWSSB need to do is to ensure these people undergo training, - in safety and hygiene so they can work in better condition and earn &amp; customers happy.",2020-01-29 06:17:53+00:00,pairamblr,,Water
58,"Hiring workers not trained & certified by Bangalore water board to clean manholes, STPs set to invite stringent action. BWSSB board meeting okays proposal, https://epaper.newindianexpress.com/c/48453838 @bwssbchairman @chairmanbwssb @csogok @BSYBJP @WFRising @Dnekundi_rising @karnatakapcb @mani1972ias",2020-01-29 05:27:44+00:00,Lolita_TNIE,,Water
59,"@BBMP_MAYOR I live in Ward 25 near St. Vincent Palotti School. Please see the waste water flowing into the storm water drain from the opposite apartments. Please direct the Pollution board, BBMP and BWSSB officials to take action ",2020-01-29 02:31:57+00:00,evolvtrainers,,Water
60,"To ensure the safety of labourers who are hired randomly to clean manholes or STP's, the BWSSB at its meeting on Monday gave its consent for a regulation that makes it mandatory to hire only workers certified and empanelled by it @santwana99 @Lolita_TNIE",2020-01-29 02:28:20+00:00,XpressBengaluru,,Water
61,@chairmanbwssb we r waiting for ur proper guidance in this matter. Kindly oblige #bwssb #RoadSafety @bwssbdirector @bwssbchairman,2020-01-29 02:05:59+00:00,nehasippy,#bwssb #RoadSafety,Water
62,@chairmanbwssb I am running literally from pillar to post. My complaint number is BWSSB-2020-01-28-91397.Tried to contact Mr. Daval but the phone was either switched off or out of range. Please help. ,2020-01-29 01:59:04+00:00,evolvtrainers,,Water
63,"@BBMP_MAYOR Sir, I am living in Ward 25. Am running from pillar to post. Apartments have left their waste water into the storm water drain. It's breeding mosquitos and all of us are having throat infections. Please direct BBMP, Pollution board and Bwssb to take action.",2020-01-29 01:47:22+00:00,evolvtrainers,,Water
64,@BangaloreMirror bwssb/bescom keep hiking@rates to pass@on their inefficiency-40 &amp; 33% transmission losses. Govt equally useless passes@on the burden blindly to consumers without checking pilferage first.,2020-01-29 00:46:30+00:00,violatorsbeware,,Water
65,Aadre BMTC aavaru eevaga last month inda kanakapura rd ninda airport ge trial buses bittidaare.. If only blore had good set of folks running BMTC bbmp bwssb bescom etc.. we wud b a world class city by now,2020-01-28 20:49:28+00:00,oarhtanirs,,Water
66,Bwssb has made a mess of the entire city @chairmanbwssb,2020-01-28 17:43:44+00:00,Changeindia20,,Water
67,@CIDKarnataka @CBItweets @AmitShah @PMOIndia @ravikrishna_r @SupremeCourtFan #CorruptedKarnatakaBJPGovernment given approvals for #BWSSB tenders on commission basis @RSSorg should be ask for there share &amp; party high command share. See below link for detail,2020-01-28 16:33:51+00:00,LeadSocio,#CorruptedKarnatakaBJPGovernment #BWSSB,Water
68,"@narendramodi must immediately order an inquiry about 10% commission deal of Karnataka CM in bwssb tender deals worth &gt; Rs5k crore being done in night, as broadcast by btv news channel. @JPNadda @AmitShah #CBI",2020-01-28 16:27:45+00:00,PRASAD84537232,#CBI,Water
69,The lane beside S V Aralia connecting to the mud road in front of Prime Manshion and Viveks Sanskaar is in very bad condition. BWSSB has not bothered to level the roads after digging and doing their installations. Repeated complaints through BBMP Sahaya have had no result,2020-01-28 16:02:42+00:00,prithvi3d,,Water
70,Only main UGD line laid in road but yet to connect it to outlet which is about 1KM long. Doesn’t look like BWSSB has any plan to connect outlet anytime soon. It’s doesn’t make any sense even if residents apply for connection.,2020-01-28 15:30:17+00:00,Dkhallirising,,Water
71,„Honourable Chief Minister of Karnataka: Reasonable deposit for BWSSB water connection at Benagaluru” - Jetzt unterschreiben! http://chng.it/t8R6w4QD via @ChangeOrg_India,2020-01-28 15:29:40+00:00,sambit_twitt,,Water
72,"In Horamavu, Kalkere 70% of residents and shop employees have COPD (Chronic obstructive pulmonary disorder), Astma, due to BWSSB incomplete work of digging, left dusty roads all over for last 2years and BBMP not having funds to Tar them.. ",2020-01-28 15:20:57+00:00,Kochusan,,Water
73,http://owc.bwssb.gov.in/member. Contact the BWSSB AE/AEE for the area,2020-01-28 14:29:56+00:00,MtfRoads,,Water
74,"ಗಮನಿಸಿ.., ಬೆಂಗಳೂರಿನಲ್ಲಿ ಹೆಚ್ಚಾಗಲಿದೆ ವಾಟರ್ ಬಿಲ್ #Bengaluru #Bwssb #WaterBill",2020-01-28 13:44:28+00:00,OneindiaKannada,#Bengaluru #Bwssb #WaterBill,Water
75,True that. I wonder where was BBMP/BWSSB and so called boards when the building plans were approved by their own officers. And now they are only creating ruckus. Bloody bunch of jokers and money looters..,2020-01-28 13:36:30+00:00,sekhar_patnaik,,Water
76,"Expecting residents to pay thousands of rupees upfront to take connection while services are years away seems funny. BWSSB should NOT lay pipelines like in the 70s, but should have tapping points from mainline pulled out . Cost of which must be built into the connection charges.",2020-01-28 13:01:34+00:00,ghanshyam_in,,Water
77,BWSSB Project team executes the main lines/chambers and Maintenance dept does the connections based on the application &amp; Payment. So coordinated effort is required at the street level to minimise the hardship.,2020-01-28 12:54:55+00:00,MtfRoads,,Water
78,@chairmanbwssb @bwssbdirector I would like to know the process of name change in bwssb bills. Kindly help me with the info.,2020-01-28 12:03:59+00:00,Nishita17,,Water
79,"ಬೆಂಗಳೂರು ಜಲಮಂಡಳಿ ನೀರಿನ ದರವನ್ನು ಏರಿಕೆ ಮಾಡಲು ಒಪ್ಪಿಗೆ ನೀಡಿದ್ದು, ಕರ್ನಾಟಕ ಸರ್ಕಾರದ ಅಂತಿಮ ಒಪ್ಪಿಗೆಗಾಗಿ ಕಾದು ಕುಳಿತಿದೆ. #Bengaluru #Bwssb #Hike #WaterBill",2020-01-28 11:59:08+00:00,OneindiaKannada,#Bengaluru #Bwssb #Hike #WaterBill,Water
80,"#MyReport | Begur residents are angered at the BWSSB for stalling work for water connections repeatedly, forcing them to rely on private suppliers who charge hefty sums. CJ Sundaram reports for @TheQuint.",2020-01-28 10:39:48+00:00,QuintMyReport,#MyReport,Water
81,There were 20 such terminal STPs to be set up by BWSSB. NGT ruling unsanctioned since last 4 years+. Still no effort to perform own task. RWAs running STPs being targeted! Unfair and unjust action on part of @karnatakapcb. #NGT not looking into actual implementation of orders,2020-01-28 10:20:53+00:00,exoticrajeev,#NGT,Water
82,"Dear Sir, We have received your complaint and brought to the notice of BWSSB.Please contact Santosh Prasad AE-9845444154, AE,for further assistance. BWSSB Complaint No:2020-01-28-91458 Regards Vinay RW For Public Relations Team,DIPR 9980299802 Karnatakavarthe2020@gmail.com",2020-01-28 10:12:06+00:00,Karnataka_DIPR,,Water
83,"#NGT #BAF @drashwathcn @CMofKarnataka @rajeev_mp Hv absolutely no contest with crackdown on pollution. We oppose BWSSB palming off its task of setting terminal STPs. Harassing RWAs who r spending lacs on running STPs and treating their seeage, is unfair ",2020-01-28 09:56:19+00:00,exoticrajeev,#NGT #BAF,Water
84,"Ladies and Gents, the wait is finally over! I present to you my EP #REALMS dropping in less than 48hours!! Pre-add/pre-save link here https://music.empi.re/realms #RealmsEP",2020-09-08 17:08:59+00:00,wandecoal,#REALMS #RealmsEP,Water
85,@chairmanbwssb Your Complaint has been registered BWSSB-2020-01-28-91397 Complaint Category: Sewerage Complaint forwarded to AE HRBR Service station Mobile number 9686566954 of AE: Daval Sab Your complaint will be resolved soon . Phone is off,2020-01-28 09:31:29+00:00,evolvtrainers,,Water
86,ಕೈ ಸುಡುವ ತಣ್ಣೀರು! ನೀರಿನ ಶುಲ್ಕ 35% ಹೆಚ್ಚಳಕ್ಕೆ ಬಿಡಬ್ಲ್ಯೂಎಸ್ಎಸ್ಬಿ ತೀರ್ಮಾನ https://www.kannadaprabha.com/karnataka/2020/jan/28/bwssb-for-35-hike-in-water-tariff-410868.html $BWSSB #watertariff,2020-01-28 09:19:08+00:00,KannadaPrabha,#watertariff,Water
87,@BBMPCOMM @bwssbchairman Shubh enclave roads are completely broken due to pipeline works..It's very difficult to drive and breath even...bwssb has ran after breaking all the roads and MLA Arvind is not allocating funds..Is this the way to work. @CMofKarnataka @BSYBJP @PCMohanMP,2020-01-28 08:53:20+00:00,rajmalhotrasid,,Water
88,"@chairmanbwssb @BBMPCOMM @BBMP_MAYOR @CMofKarnataka #bangalore #bbmp #bwssb @icindngr @WFRising @NammaBNP @BangaloreMirror @rajeev_mp this is 80 ft indiranagar, work on storm water drain/footpath and road work are going on four the last 6 months.Shoddy work done so far.",2020-01-28 08:14:40+00:00,Changeindia20,#bangalore #bbmp #bwssb,Water
89,Not only country needs water bill but also should manage tiny 2 larger water bodies which r neglected & abused by Govts & people alike Water conservative programme should done on par with SWATCH BHARAT I am proud millions of my fellow Indians r owners of their own toilets,2020-01-28 06:46:16+00:00,raosaveraS,,Water
90,"Dear @chairmanbwssb, your team has been continuously digging up the tarred-roads in and around SAIACS, Purvankara waves &amp; nearby areas. Now the area is full of dust. Haven’t you heard? ‘If you can’t create, don’t destroy!’ #bwssb",2020-01-28 06:10:18+00:00,v_sanjai,#bwssb,Water
91,"After Bescom, it is the turn of BWSSB now for hiking tariff ",2020-01-28 05:45:42+00:00,AxPn,,Water
92,"Bengalureans, Brace yourselves for another SHOCK! After #BESCOM, #BWSSB has proposed a massive 35% hike in the water bill. @nolanentreeo @nagarjund @MayaSharmaNDTV @publictvnews @suvarnanewstv @DeccanHerald @timesofindia @NammaBESCOM @chairmanbwssb https://bangaloremirror.indiatimes.com/bangalore/others/get-ready-for-steep-hike-in-your-water-bill/articleshow/73677512.cms",2020-01-28 05:42:36+00:00,Ankita_Mishra91,#BESCOM #BWSSB,Water
93,"After BESCOM, BWSSB has proposed a massive 35% hike in the water bill. https://bangaloremirror.indiatimes.com/bangalore/others/get-ready-for-steep-hike-in-your-water-bill/articleshow/73677512.cms",2020-01-28 05:30:02+00:00,BangaloreMirror,,Water
94,Dug up by BWSSB Contractor and broken the Pipe a month ago... Sad precious water is wasted – at The Canopy,2020-01-28 04:24:40+00:00,SajivSBLR,,Water
95,Who is bothered about Water Scarcity or wastage of Cauvery water??? Definitely not BWSSB.. leakage/wastage of precious Cauvery water is going on for a month. 2-3 hours every day ward 25 ,2020-01-28 04:22:43+00:00,SajivSBLR,,Water
96,"#NGT @drashwathcn @BBMP_MAYOR @BBMPCOMM @bwssbchairman @karnatakapcb @santoshheg No action on Terminal STP by BWSSB as directed by NGT in 2016. instead @KSPCB imposes massive fines on RWAs running STPs @huge costs! Worse, treated water not allowed in UGD suddenly! No alt given",2020-01-28 04:19:10+00:00,exoticrajeev,#NGT,Water
97,"RWAs pay BWSSB sewage charges every month, despite disconnection of UGD many RWAs are still being charged sewage charges. Time to stand up against this harassment. ",2020-01-28 04:17:21+00:00,livetwodrive,,Water
98,"Time and again, soft targets are picked up. Bwssb, kspcb, BBMP all keep apartments as first target for compliance instead of fixing the larger issue.",2020-01-28 04:03:14+00:00,srinivasanarun,,Water
99,.@nav_menezes Well said! .@BWSSB needs regulator like KERC fr BESCOM to oversee &amp;push fr unaccountedfor water redctn.Sadly caters to only50% of city water demand .@BPACofficial .@chairmanbwssb Get ready for steep hike in your water bill - Bangalore Mirror https://bangaloremirror.indiatimes.com/bangalore/others/get-ready-for-steep-hike-in-your-water-bill/articleshow/73677512.cms,2020-01-28 03:42:06+00:00,RevathyAshok,,Water
100,We need good roads ..we are not asking any thing more ..plz plz provide us the ads ..we are not beggars.BWSSB has dug all the roads left and right every day ,2020-01-28 03:37:29+00:00,PurnaAtluri,,Water
101,"@narendramodi_in @AmitShah @ArvindLBJP @Dkhallirising @timesofindia @XpressBengaluru @BBMPCOMM @chairmanbwssb shame on the government for letting tax-paying citizens down. This is what we are reduced to, in the face of complete apathy and incompetence from BBMP and BWSSB. ",2020-01-28 03:29:31+00:00,JayawantTewari,,Water
102,"#NGT has come down heavily on #KSPCB #BWSSB #BBMPfortheirincompetence. But, instead of goingafter d real polluters likeBWSSB &amp; industries,KSPCBisresortingtoharassing law-abidingapartmentresidents,witha view to showing toNGTthattheyaretaking action.",2020-01-28 02:48:50+00:00,murali772,#NGT #KSPCB #BWSSB #BBMPfortheirincompetence,Water
103,"#Bengaluru Your water bill could go up by around 35%, if the government approves the proposal of the BWSSB to increase tariff. @santwana99",2020-01-28 02:25:44+00:00,XpressBengaluru,#Bengaluru,Water
104,Have you tried asking the BWSSB AEE or EE to shift to pre-cast chambers which are easier to install and sturdier to take the load of construction vehicles,2020-01-28 00:38:38+00:00,MtfRoads,,Water
105,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,Water
106,"Is this a joke ?? a small stretch of road #hormavu #kalkere road near kalkere busstand that was patched 20 days back is once again dug up by #BWSSB @chairmanbwssb . Sir, @BBMPSWMSplComm What is happening ? @BASAVARAJAMLA @BBMPCOMM @BBMP_MAYOR",2020-01-28 00:26:35+00:00,ghanshyam_in,#hormavu #kalkere #BWSSB,Water
107,"People in Domlur ward are unhappy the way bwssb works, as a Corporator I am also worried how this summer will be. Bwssb MD , director can u help in this matter 27-1-2020 @chairmanbwssb @bwssbdirector @Office_of_BSY @PCMohanMP",2020-01-27 22:44:58+00:00,CrGundanna,,Water
108,Thank you #BBMP and #BWSSB for this beautiful life!,2020-01-27 17:37:26+00:00,MonkeyAnomalous,#BBMP #BWSSB,Water
109,That’s BWSSB manhole chamber. What @BBMPCOMM can do !!,2020-01-27 17:07:34+00:00,Nansanthosh,,Water
